subject,level,subtopic,question,option_a,option_b,option_c,option_d,answer_index
math,easy,algebra,[Math | Algebra | Easy] Compute: 3 + 2 = ?,3,6,8,5,3
physics,medium,mechanics,[Physics | Mechanics | Medium] Compute: 19 + 7 = ?,24,27,29,26,3
physics,hard,mechanics,[Physics | Mechanics | Hard] Compute: 3 + 5 = ?,6,9,11,8,3
physics,hard,mechanics,[Physics | Mechanics | Hard] Compute: 4 + 6 = ?,8,11,13,10,3
physics,hard,mechanics,[Physics | Mechanics | Hard] Compute: 5 + 7 = ?,10,13,15,12,3
physics,hard,mechanics,[Physics | Mechanics | Hard] Compute: 6 + 8 = ?,12,15,17,14,3
physics,hard,mechanics,[Physics | Mechanics | Hard] Compute: 7 + 9 = ?,14,17,19,16,3
physics,master,mechanics,[Physics | Mechanics | Master] Compute: 8 + 7 = ?,13,16,18,15,3
physics,master,mechanics,[Physics | Mechanics | Master] Compute: 9 + 8 = ?,15,18,20,17,3
physics,master,mechanics,[Physics | Mechanics | Master] Compute: 10 + 9 = ?,17,20,22,19,3
physics,master,mechanics,[Physics | Mechanics | Master] Compute: 11 + 10 = ?,19,22,24,21,3
physics,master,mechanics,[Physics | Mechanics | Master] Compute: 12 + 11 = ?,21,24,26,23,3
physics,expert,mechanics,[Physics | Mechanics | Expert] Compute: 13 + 11 = ?,22,25,27,24,3
physics,expert,mechanics,[Physics | Mechanics | Expert] Compute: 14 + 12 = ?,24,27,29,26,3
physics,expert,mechanics,[Physics | Mechanics | Expert] Compute: 15 + 13 = ?,26,29,31,28,3
physics,expert,mechanics,[Physics | Mechanics | Expert] Compute: 16 + 14 = ?,28,31,33,30,3
physics,expert,mechanics,[Physics | Mechanics | Expert] Compute: 17 + 15 = ?,30,33,35,32,3
physics,easy,mechanics:kinematics,[Physics | Mechanics → Kinematics | Easy] Compute: 18 + 2 = ?,18,21,23,20,3
physics,easy,mechanics:kinematics,[Physics | Mechanics → Kinematics | Easy] Compute: 19 + 3 = ?,20,23,25,22,3
physics,easy,mechanics:kinematics,[Physics | Mechanics → Kinematics | Easy] Compute: 3 + 4 = ?,5,8,10,7,3
physics,easy,mechanics:kinematics,[Physics | Mechanics → Kinematics | Easy] Compute: 4 + 5 = ?,7,10,12,9,3
physics,easy,mechanics:kinematics,[Physics | Mechanics → Kinematics | Easy] Compute: 5 + 6 = ?,9,12,14,11,3
physics,medium,mechanics:kinematics,[Physics | Mechanics → Kinematics | Medium] Compute: 6 + 3 = ?,7,10,12,9,3
physics,medium,mechanics:kinematics,[Physics | Mechanics → Kinematics | Medium] Compute: 7 + 4 = ?,9,12,14,11,3
physics,medium,mechanics:kinematics,[Physics | Mechanics → Kinematics | Medium] Compute: 8 + 5 = ?,11,14,16,13,3
physics,medium,mechanics:kinematics,[Physics | Mechanics → Kinematics | Medium] Compute: 9 + 6 = ?,13,16,18,15,3
physics,medium,mechanics:kinematics,[Physics | Mechanics → Kinematics | Medium] Compute: 10 + 7 = ?,15,18,20,17,3
physics,hard,mechanics:kinematics,[Physics | Mechanics → Kinematics | Hard] Compute: 11 + 5 = ?,14,17,19,16,3
physics,hard,mechanics:kinematics,[Physics | Mechanics → Kinematics | Hard] Compute: 12 + 6 = ?,16,19,21,18,3
physics,hard,mechanics:kinematics,[Physics | Mechanics → Kinematics | Hard] Compute: 13 + 7 = ?,18,21,23,20,3
physics,hard,mechanics:kinematics,[Physics | Mechanics → Kinematics | Hard] Compute: 14 + 8 = ?,20,23,25,22,3
physics,hard,mechanics:kinematics,[Physics | Mechanics → Kinematics | Hard] Compute: 15 + 9 = ?,22,25,27,24,3
physics,master,mechanics:kinematics,[Physics | Mechanics → Kinematics | Master] Compute: 16 + 7 = ?,21,24,26,23,3
physics,master,mechanics:kinematics,[Physics | Mechanics → Kinematics | Master] Compute: 17 + 8 = ?,23,26,28,25,3
physics,master,mechanics:kinematics,[Physics | Mechanics → Kinematics | Master] Compute: 18 + 9 = ?,25,28,30,27,3
physics,master,mechanics:kinematics,[Physics | Mechanics → Kinematics | Master] Compute: 19 + 10 = ?,27,30,32,29,3
physics,master,mechanics:kinematics,[Physics | Mechanics → Kinematics | Master] Compute: 3 + 11 = ?,12,15,17,14,3
physics,expert,mechanics:kinematics,[Physics | Mechanics → Kinematics | Expert] Compute: 4 + 11 = ?,13,16,18,15,3
physics,expert,mechanics:kinematics,[Physics | Mechanics → Kinematics | Expert] Compute: 5 + 12 = ?,15,18,20,17,3
physics,expert,mechanics:kinematics,[Physics | Mechanics → Kinematics | Expert] Compute: 6 + 13 = ?,17,20,22,19,3
physics,expert,mechanics:kinematics,[Physics | Mechanics → Kinematics | Expert] Compute: 7 + 14 = ?,19,22,24,21,3
physics,expert,mechanics:kinematics,[Physics | Mechanics → Kinematics | Expert] Compute: 8 + 15 = ?,21,24,26,23,3
physics,easy,mechanics:dynamics,[Physics | Mechanics → Dynamics | Easy] Compute: 9 + 2 = ?,9,12,14,11,3
physics,easy,mechanics:dynamics,[Physics | Mechanics → Dynamics | Easy] Compute: 10 + 3 = ?,11,14,16,13,3
physics,easy,mechanics:dynamics,[Physics | Mechanics → Dynamics | Easy] Compute: 11 + 4 = ?,13,16,18,15,3
physics,easy,mechanics:dynamics,[Physics | Mechanics → Dynamics | Easy] Compute: 12 + 5 = ?,15,18,20,17,3
physics,easy,mechanics:dynamics,[Physics | Mechanics → Dynamics | Easy] Compute: 13 + 6 = ?,17,20,22,19,3
physics,medium,mechanics:dynamics,[Physics | Mechanics → Dynamics | Medium] Compute: 14 + 3 = ?,15,18,20,17,3
physics,medium,mechanics:dynamics,[Physics | Mechanics → Dynamics | Medium] Compute: 15 + 4 = ?,17,20,22,19,3
physics,medium,mechanics:dynamics,[Physics | Mechanics → Dynamics | Medium] Compute: 16 + 5 = ?,19,22,24,21,3
physics,medium,mechanics:dynamics,[Physics | Mechanics → Dynamics | Medium] Compute: 17 + 6 = ?,21,24,26,23,3
physics,medium,mechanics:dynamics,[Physics | Mechanics → Dynamics | Medium] Compute: 18 + 7 = ?,23,26,28,25,3
physics,hard,mechanics:dynamics,[Physics | Mechanics → Dynamics | Hard] Compute: 19 + 5 = ?,22,25,27,24,3
physics,hard,mechanics:dynamics,[Physics | Mechanics → Dynamics | Hard] Compute: 3 + 6 = ?,7,10,12,9,3
physics,hard,mechanics:dynamics,[Physics | Mechanics → Dynamics | Hard] Compute: 4 + 7 = ?,9,12,14,11,3
physics,hard,mechanics:dynamics,[Physics | Mechanics → Dynamics | Hard] Compute: 5 + 8 = ?,11,14,16,13,3
physics,hard,mechanics:dynamics,[Physics | Mechanics → Dynamics | Hard] Compute: 6 + 9 = ?,13,16,18,15,3
physics,master,mechanics:dynamics,[Physics | Mechanics → Dynamics | Master] Compute: 7 + 7 = ?,12,15,17,14,3
physics,master,mechanics:dynamics,[Physics | Mechanics → Dynamics | Master] Compute: 8 + 8 = ?,14,17,19,16,3
physics,master,mechanics:dynamics,[Physics | Mechanics → Dynamics | Master] Compute: 9 + 9 = ?,16,19,21,18,3
physics,master,mechanics:dynamics,[Physics | Mechanics → Dynamics | Master] Compute: 10 + 10 = ?,18,21,23,20,3
physics,master,mechanics:dynamics,[Physics | Mechanics → Dynamics | Master] Compute: 11 + 11 = ?,20,23,25,22,3
physics,expert,mechanics:dynamics,[Physics | Mechanics → Dynamics | Expert] Compute: 12 + 11 = ?,21,24,26,23,3
physics,expert,mechanics:dynamics,[Physics | Mechanics → Dynamics | Expert] Compute: 13 + 12 = ?,23,26,28,25,3
physics,expert,mechanics:dynamics,[Physics | Mechanics → Dynamics | Expert] Compute: 14 + 13 = ?,25,28,30,27,3
physics,expert,mechanics:dynamics,[Physics | Mechanics → Dynamics | Expert] Compute: 15 + 14 = ?,27,30,32,29,3
physics,expert,mechanics:dynamics,[Physics | Mechanics → Dynamics | Expert] Compute: 16 + 15 = ?,29,32,34,31,3
physics,easy,mechanics:work-energy,[Physics | Mechanics → Work Energy | Easy] Compute: 17 + 2 = ?,17,20,22,19,3
physics,easy,mechanics:work-energy,[Physics | Mechanics → Work Energy | Easy] Compute: 18 + 3 = ?,19,22,24,21,3
physics,easy,mechanics:work-energy,[Physics | Mechanics → Work Energy | Easy] Compute: 19 + 4 = ?,21,24,26,23,3
physics,easy,mechanics:work-energy,[Physics | Mechanics → Work Energy | Easy] Compute: 3 + 5 = ?,6,9,11,8,3
physics,easy,mechanics:work-energy,[Physics | Mechanics → Work Energy | Easy] Compute: 4 + 6 = ?,8,11,13,10,3
physics,medium,mechanics:work-energy,[Physics | Mechanics → Work Energy | Medium] Compute: 5 + 3 = ?,6,9,11,8,3
physics,medium,mechanics:work-energy,[Physics | Mechanics → Work Energy | Medium] Compute: 6 + 4 = ?,8,11,13,10,3
physics,medium,mechanics:work-energy,[Physics | Mechanics → Work Energy | Medium] Compute: 7 + 5 = ?,10,13,15,12,3
physics,medium,mechanics:work-energy,[Physics | Mechanics → Work Energy | Medium] Compute: 8 + 6 = ?,12,15,17,14,3
physics,medium,mechanics:work-energy,[Physics | Mechanics → Work Energy | Medium] Compute: 9 + 7 = ?,14,17,19,16,3
physics,hard,mechanics:work-energy,[Physics | Mechanics → Work Energy | Hard] Compute: 10 + 5 = ?,13,16,18,15,3
physics,hard,mechanics:work-energy,[Physics | Mechanics → Work Energy | Hard] Compute: 11 + 6 = ?,15,18,20,17,3
physics,hard,mechanics:work-energy,[Physics | Mechanics → Work Energy | Hard] Compute: 12 + 7 = ?,17,20,22,19,3
physics,hard,mechanics:work-energy,[Physics | Mechanics → Work Energy | Hard] Compute: 13 + 8 = ?,19,22,24,21,3
physics,hard,mechanics:work-energy,[Physics | Mechanics → Work Energy | Hard] Compute: 14 + 9 = ?,21,24,26,23,3
physics,master,mechanics:work-energy,[Physics | Mechanics → Work Energy | Master] Compute: 15 + 7 = ?,20,23,25,22,3
physics,master,mechanics:work-energy,[Physics | Mechanics → Work Energy | Master] Compute: 16 + 8 = ?,22,25,27,24,3
physics,master,mechanics:work-energy,[Physics | Mechanics → Work Energy | Master] Compute: 17 + 9 = ?,24,27,29,26,3
physics,master,mechanics:work-energy,[Physics | Mechanics → Work Energy | Master] Compute: 18 + 10 = ?,26,29,31,28,3
physics,master,mechanics:work-energy,[Physics | Mechanics → Work Energy | Master] Compute: 19 + 11 = ?,28,31,33,30,3
physics,expert,mechanics:work-energy,[Physics | Mechanics → Work Energy | Expert] Compute: 3 + 11 = ?,12,15,17,14,3
physics,expert,mechanics:work-energy,[Physics | Mechanics → Work Energy | Expert] Compute: 4 + 12 = ?,14,17,19,16,3
physics,expert,mechanics:work-energy,[Physics | Mechanics → Work Energy | Expert] Compute: 5 + 13 = ?,16,19,21,18,3
physics,expert,mechanics:work-energy,[Physics | Mechanics → Work Energy | Expert] Compute: 6 + 14 = ?,18,21,23,20,3
physics,expert,mechanics:work-energy,[Physics | Mechanics → Work Energy | Expert] Compute: 7 + 15 = ?,20,23,25,22,3
physics,easy,electricity,[Physics | Electricity | Easy] Compute: 8 + 2 = ?,8,11,13,10,3
physics,easy,electricity,[Physics | Electricity | Easy] Compute: 9 + 3 = ?,10,13,15,12,3
physics,easy,electricity,[Physics | Electricity | Easy] Compute: 10 + 4 = ?,12,15,17,14,3
physics,easy,electricity,[Physics | Electricity | Easy] Compute: 11 + 5 = ?,14,17,19,16,3
physics,easy,electricity,[Physics | Electricity | Easy] Compute: 12 + 6 = ?,16,19,21,18,3
physics,medium,electricity,[Physics | Electricity | Medium] Compute: 13 + 3 = ?,14,17,19,16,3
physics,medium,electricity,[Physics | Electricity | Medium] Compute: 14 + 4 = ?,16,19,21,18,3
physics,medium,electricity,[Physics | Electricity | Medium] Compute: 15 + 5 = ?,18,21,23,20,3
physics,medium,electricity,[Physics | Electricity | Medium] Compute: 16 + 6 = ?,20,23,25,22,3
physics,medium,electricity,[Physics | Electricity | Medium] Compute: 17 + 7 = ?,22,25,27,24,3
physics,hard,electricity,[Physics | Electricity | Hard] Compute: 18 + 5 = ?,21,24,26,23,3
physics,hard,electricity,[Physics | Electricity | Hard] Compute: 19 + 6 = ?,23,26,28,25,3
physics,hard,electricity,[Physics | Electricity | Hard] Compute: 3 + 7 = ?,8,11,13,10,3
physics,hard,electricity,[Physics | Electricity | Hard] Compute: 4 + 8 = ?,10,13,15,12,3
physics,hard,electricity,[Physics | Electricity | Hard] Compute: 5 + 9 = ?,12,15,17,14,3
physics,master,electricity,[Physics | Electricity | Master] Compute: 6 + 7 = ?,11,14,16,13,3
physics,master,electricity,[Physics | Electricity | Master] Compute: 7 + 8 = ?,13,16,18,15,3
physics,master,electricity,[Physics | Electricity | Master] Compute: 8 + 9 = ?,15,18,20,17,3
physics,master,electricity,[Physics | Electricity | Master] Compute: 9 + 10 = ?,17,20,22,19,3
physics,master,electricity,[Physics | Electricity | Master] Compute: 10 + 11 = ?,19,22,24,21,3
physics,expert,electricity,[Physics | Electricity | Expert] Compute: 11 + 11 = ?,20,23,25,22,3
physics,expert,electricity,[Physics | Electricity | Expert] Compute: 12 + 12 = ?,22,25,27,24,3
physics,expert,electricity,[Physics | Electricity | Expert] Compute: 13 + 13 = ?,24,27,29,26,3
physics,expert,electricity,[Physics | Electricity | Expert] Compute: 14 + 14 = ?,26,29,31,28,3
physics,expert,electricity,[Physics | Electricity | Expert] Compute: 15 + 15 = ?,28,31,33,30,3
physics,easy,electricity:electrostatics,[Physics | Electricity → Electrostatics | Easy] Compute: 16 + 2 = ?,16,19,21,18,3
physics,easy,electricity:electrostatics,[Physics | Electricity → Electrostatics | Easy] Compute: 17 + 3 = ?,18,21,23,20,3
physics,easy,electricity:electrostatics,[Physics | Electricity → Electrostatics | Easy] Compute: 18 + 4 = ?,20,23,25,22,3
physics,easy,electricity:electrostatics,[Physics | Electricity → Electrostatics | Easy] Compute: 19 + 5 = ?,22,25,27,24,3
physics,easy,electricity:electrostatics,[Physics | Electricity → Electrostatics | Easy] Compute: 3 + 6 = ?,7,10,12,9,3
physics,medium,electricity:electrostatics,[Physics | Electricity → Electrostatics | Medium] Compute: 4 + 3 = ?,5,8,10,7,3
physics,medium,electricity:electrostatics,[Physics | Electricity → Electrostatics | Medium] Compute: 5 + 4 = ?,7,10,12,9,3
physics,medium,electricity:electrostatics,[Physics | Electricity → Electrostatics | Medium] Compute: 6 + 5 = ?,9,12,14,11,3
physics,medium,electricity:electrostatics,[Physics | Electricity → Electrostatics | Medium] Compute: 7 + 6 = ?,11,14,16,13,3
physics,medium,electricity:electrostatics,[Physics | Electricity → Electrostatics | Medium] Compute: 8 + 7 = ?,13,16,18,15,3
physics,hard,electricity:electrostatics,[Physics | Electricity → Electrostatics | Hard] Compute: 9 + 5 = ?,12,15,17,14,3
physics,hard,electricity:electrostatics,[Physics | Electricity → Electrostatics | Hard] Compute: 10 + 6 = ?,14,17,19,16,3
physics,hard,electricity:electrostatics,[Physics | Electricity → Electrostatics | Hard] Compute: 11 + 7 = ?,16,19,21,18,3
physics,hard,electricity:electrostatics,[Physics | Electricity → Electrostatics | Hard] Compute: 12 + 8 = ?,18,21,23,20,3
physics,hard,electricity:electrostatics,[Physics | Electricity → Electrostatics | Hard] Compute: 13 + 9 = ?,20,23,25,22,3
physics,master,electricity:electrostatics,[Physics | Electricity → Electrostatics | Master] Compute: 14 + 7 = ?,19,22,24,21,3
physics,master,electricity:electrostatics,[Physics | Electricity → Electrostatics | Master] Compute: 15 + 8 = ?,21,24,26,23,3
physics,master,electricity:electrostatics,[Physics | Electricity → Electrostatics | Master] Compute: 16 + 9 = ?,23,26,28,25,3
physics,master,electricity:electrostatics,[Physics | Electricity → Electrostatics | Master] Compute: 17 + 10 = ?,25,28,30,27,3
physics,master,electricity:electrostatics,[Physics | Electricity → Electrostatics | Master] Compute: 18 + 11 = ?,27,30,32,29,3
physics,expert,electricity:electrostatics,[Physics | Electricity → Electrostatics | Expert] Compute: 19 + 11 = ?,28,31,33,30,3
physics,expert,electricity:electrostatics,[Physics | Electricity → Electrostatics | Expert] Compute: 3 + 12 = ?,13,16,18,15,3
physics,expert,electricity:electrostatics,[Physics | Electricity → Electrostatics | Expert] Compute: 4 + 13 = ?,15,18,20,17,3
physics,expert,electricity:electrostatics,[Physics | Electricity → Electrostatics | Expert] Compute: 5 + 14 = ?,17,20,22,19,3
physics,expert,electricity:electrostatics,[Physics | Electricity → Electrostatics | Expert] Compute: 6 + 15 = ?,19,22,24,21,3
physics,easy,electricity:current-electricity,[Physics | Electricity → Current Electricity | Easy] Compute: 7 + 2 = ?,7,10,12,9,3
physics,easy,electricity:current-electricity,[Physics | Electricity → Current Electricity | Easy] Compute: 8 + 3 = ?,9,12,14,11,3
physics,easy,electricity:current-electricity,[Physics | Electricity → Current Electricity | Easy] Compute: 9 + 4 = ?,11,14,16,13,3
physics,easy,electricity:current-electricity,[Physics | Electricity → Current Electricity | Easy] Compute: 10 + 5 = ?,13,16,18,15,3
physics,easy,electricity:current-electricity,[Physics | Electricity → Current Electricity | Easy] Compute: 11 + 6 = ?,15,18,20,17,3
physics,medium,electricity:current-electricity,[Physics | Electricity → Current Electricity | Medium] Compute: 12 + 3 = ?,13,16,18,15,3
physics,medium,electricity:current-electricity,[Physics | Electricity → Current Electricity | Medium] Compute: 13 + 4 = ?,15,18,20,17,3
physics,medium,electricity:current-electricity,[Physics | Electricity → Current Electricity | Medium] Compute: 14 + 5 = ?,17,20,22,19,3
physics,medium,electricity:current-electricity,[Physics | Electricity → Current Electricity | Medium] Compute: 15 + 6 = ?,19,22,24,21,3
physics,medium,electricity:current-electricity,[Physics | Electricity → Current Electricity | Medium] Compute: 16 + 7 = ?,21,24,26,23,3
physics,hard,electricity:current-electricity,[Physics | Electricity → Current Electricity | Hard] Compute: 17 + 5 = ?,20,23,25,22,3
physics,hard,electricity:current-electricity,[Physics | Electricity → Current Electricity | Hard] Compute: 18 + 6 = ?,22,25,27,24,3
physics,hard,electricity:current-electricity,[Physics | Electricity → Current Electricity | Hard] Compute: 19 + 7 = ?,24,27,29,26,3
physics,hard,electricity:current-electricity,[Physics | Electricity → Current Electricity | Hard] Compute: 3 + 8 = ?,9,12,14,11,3
physics,hard,electricity:current-electricity,[Physics | Electricity → Current Electricity | Hard] Compute: 4 + 9 = ?,11,14,16,13,3
physics,master,electricity:current-electricity,[Physics | Electricity → Current Electricity | Master] Compute: 5 + 7 = ?,10,13,15,12,3
physics,master,electricity:current-electricity,[Physics | Electricity → Current Electricity | Master] Compute: 6 + 8 = ?,12,15,17,14,3
physics,master,electricity:current-electricity,[Physics | Electricity → Current Electricity | Master] Compute: 7 + 9 = ?,14,17,19,16,3
physics,master,electricity:current-electricity,[Physics | Electricity → Current Electricity | Master] Compute: 8 + 10 = ?,16,19,21,18,3
physics,master,electricity:current-electricity,[Physics | Electricity → Current Electricity | Master] Compute: 9 + 11 = ?,18,21,23,20,3
physics,expert,electricity:current-electricity,[Physics | Electricity → Current Electricity | Expert] Compute: 10 + 11 = ?,19,22,24,21,3
physics,expert,electricity:current-electricity,[Physics | Electricity → Current Electricity | Expert] Compute: 11 + 12 = ?,21,24,26,23,3
physics,expert,electricity:current-electricity,[Physics | Electricity → Current Electricity | Expert] Compute: 12 + 13 = ?,23,26,28,25,3
physics,expert,electricity:current-electricity,[Physics | Electricity → Current Electricity | Expert] Compute: 13 + 14 = ?,25,28,30,27,3
physics,expert,electricity:current-electricity,[Physics | Electricity → Current Electricity | Expert] Compute: 14 + 15 = ?,27,30,32,29,3
physics,easy,electricity:magnetism,[Physics | Electricity → Magnetism | Easy] Compute: 15 + 2 = ?,15,18,20,17,3
physics,easy,electricity:magnetism,[Physics | Electricity → Magnetism | Easy] Compute: 16 + 3 = ?,17,20,22,19,3
physics,easy,electricity:magnetism,[Physics | Electricity → Magnetism | Easy] Compute: 17 + 4 = ?,19,22,24,21,3
physics,easy,electricity:magnetism,[Physics | Electricity → Magnetism | Easy] Compute: 18 + 5 = ?,21,24,26,23,3
physics,easy,electricity:magnetism,[Physics | Electricity → Magnetism | Easy] Compute: 19 + 6 = ?,23,26,28,25,3
physics,medium,electricity:magnetism,[Physics | Electricity → Magnetism | Medium] Compute: 3 + 3 = ?,4,7,9,6,3
physics,medium,electricity:magnetism,[Physics | Electricity → Magnetism | Medium] Compute: 4 + 4 = ?,6,9,11,8,3
physics,medium,electricity:magnetism,[Physics | Electricity → Magnetism | Medium] Compute: 5 + 5 = ?,8,11,13,10,3
physics,medium,electricity:magnetism,[Physics | Electricity → Magnetism | Medium] Compute: 6 + 6 = ?,10,13,15,12,3
physics,medium,electricity:magnetism,[Physics | Electricity → Magnetism | Medium] Compute: 7 + 7 = ?,12,15,17,14,3
physics,hard,electricity:magnetism,[Physics | Electricity → Magnetism | Hard] Compute: 8 + 5 = ?,11,14,16,13,3
physics,hard,electricity:magnetism,[Physics | Electricity → Magnetism | Hard] Compute: 9 + 6 = ?,13,16,18,15,3
physics,hard,electricity:magnetism,[Physics | Electricity → Magnetism | Hard] Compute: 10 + 7 = ?,15,18,20,17,3
physics,hard,electricity:magnetism,[Physics | Electricity → Magnetism | Hard] Compute: 11 + 8 = ?,17,20,22,19,3
physics,hard,electricity:magnetism,[Physics | Electricity → Magnetism | Hard] Compute: 12 + 9 = ?,19,22,24,21,3
physics,master,electricity:magnetism,[Physics | Electricity → Magnetism | Master] Compute: 13 + 7 = ?,18,21,23,20,3
physics,master,electricity:magnetism,[Physics | Electricity → Magnetism | Master] Compute: 14 + 8 = ?,20,23,25,22,3
physics,master,electricity:magnetism,[Physics | Electricity → Magnetism | Master] Compute: 15 + 9 = ?,22,25,27,24,3
physics,master,electricity:magnetism,[Physics | Electricity → Magnetism | Master] Compute: 16 + 10 = ?,24,27,29,26,3
physics,master,electricity:magnetism,[Physics | Electricity → Magnetism | Master] Compute: 17 + 11 = ?,26,29,31,28,3
physics,expert,electricity:magnetism,[Physics | Electricity → Magnetism | Expert] Compute: 18 + 11 = ?,27,30,32,29,3
physics,expert,electricity:magnetism,[Physics | Electricity → Magnetism | Expert] Compute: 19 + 12 = ?,29,32,34,31,3
physics,expert,electricity:magnetism,[Physics | Electricity → Magnetism | Expert] Compute: 3 + 13 = ?,14,17,19,16,3
physics,expert,electricity:magnetism,[Physics | Electricity → Magnetism | Expert] Compute: 4 + 14 = ?,16,19,21,18,3
physics,expert,electricity:magnetism,[Physics | Electricity → Magnetism | Expert] Compute: 5 + 15 = ?,18,21,23,20,3
physics,easy,waves,[Physics | Waves | Easy] Compute: 6 + 2 = ?,6,9,11,8,3
physics,easy,waves,[Physics | Waves | Easy] Compute: 7 + 3 = ?,8,11,13,10,3
physics,easy,waves,[Physics | Waves | Easy] Compute: 8 + 4 = ?,10,13,15,12,3
physics,easy,waves,[Physics | Waves | Easy] Compute: 9 + 5 = ?,12,15,17,14,3
physics,easy,waves,[Physics | Waves | Easy] Compute: 10 + 6 = ?,14,17,19,16,3
physics,medium,waves,[Physics | Waves | Medium] Compute: 11 + 3 = ?,12,15,17,14,3
physics,medium,waves,[Physics | Waves | Medium] Compute: 12 + 4 = ?,14,17,19,16,3
physics,medium,waves,[Physics | Waves | Medium] Compute: 13 + 5 = ?,16,19,21,18,3
physics,medium,waves,[Physics | Waves | Medium] Compute: 14 + 6 = ?,18,21,23,20,3
physics,medium,waves,[Physics | Waves | Medium] Compute: 15 + 7 = ?,20,23,25,22,3
physics,hard,waves,[Physics | Waves | Hard] Compute: 16 + 5 = ?,19,22,24,21,3
physics,hard,waves,[Physics | Waves | Hard] Compute: 17 + 6 = ?,21,24,26,23,3
physics,hard,waves,[Physics | Waves | Hard] Compute: 18 + 7 = ?,23,26,28,25,3
physics,hard,waves,[Physics | Waves | Hard] Compute: 19 + 8 = ?,25,28,30,27,3
physics,hard,waves,[Physics | Waves | Hard] Compute: 3 + 9 = ?,10,13,15,12,3
physics,master,waves,[Physics | Waves | Master] Compute: 4 + 7 = ?,9,12,14,11,3
physics,master,waves,[Physics | Waves | Master] Compute: 5 + 8 = ?,11,14,16,13,3
physics,master,waves,[Physics | Waves | Master] Compute: 6 + 9 = ?,13,16,18,15,3
physics,master,waves,[Physics | Waves | Master] Compute: 7 + 10 = ?,15,18,20,17,3
physics,master,waves,[Physics | Waves | Master] Compute: 8 + 11 = ?,17,20,22,19,3
physics,expert,waves,[Physics | Waves | Expert] Compute: 9 + 11 = ?,18,21,23,20,3
physics,expert,waves,[Physics | Waves | Expert] Compute: 10 + 12 = ?,20,23,25,22,3
physics,expert,waves,[Physics | Waves | Expert] Compute: 11 + 13 = ?,22,25,27,24,3
physics,expert,waves,[Physics | Waves | Expert] Compute: 12 + 14 = ?,24,27,29,26,3
physics,expert,waves,[Physics | Waves | Expert] Compute: 13 + 15 = ?,26,29,31,28,3
physics,easy,waves:wave-motion,[Physics | Waves → Wave Motion | Easy] Compute: 14 + 2 = ?,14,17,19,16,3
physics,easy,waves:wave-motion,[Physics | Waves → Wave Motion | Easy] Compute: 15 + 3 = ?,16,19,21,18,3
physics,easy,waves:wave-motion,[Physics | Waves → Wave Motion | Easy] Compute: 16 + 4 = ?,18,21,23,20,3
physics,easy,waves:wave-motion,[Physics | Waves → Wave Motion | Easy] Compute: 17 + 5 = ?,20,23,25,22,3
physics,easy,waves:wave-motion,[Physics | Waves → Wave Motion | Easy] Compute: 18 + 6 = ?,22,25,27,24,3
physics,medium,waves:wave-motion,[Physics | Waves → Wave Motion | Medium] Compute: 19 + 3 = ?,20,23,25,22,3
physics,medium,waves:wave-motion,[Physics | Waves → Wave Motion | Medium] Compute: 3 + 4 = ?,5,8,10,7,3
physics,medium,waves:wave-motion,[Physics | Waves → Wave Motion | Medium] Compute: 4 + 5 = ?,7,10,12,9,3
physics,medium,waves:wave-motion,[Physics | Waves → Wave Motion | Medium] Compute: 5 + 6 = ?,9,12,14,11,3
physics,medium,waves:wave-motion,[Physics | Waves → Wave Motion | Medium] Compute: 6 + 7 = ?,11,14,16,13,3
physics,hard,waves:wave-motion,[Physics | Waves → Wave Motion | Hard] Compute: 7 + 5 = ?,10,13,15,12,3
physics,hard,waves:wave-motion,[Physics | Waves → Wave Motion | Hard] Compute: 8 + 6 = ?,12,15,17,14,3
physics,hard,waves:wave-motion,[Physics | Waves → Wave Motion | Hard] Compute: 9 + 7 = ?,14,17,19,16,3
physics,hard,waves:wave-motion,[Physics | Waves → Wave Motion | Hard] Compute: 10 + 8 = ?,16,19,21,18,3
physics,hard,waves:wave-motion,[Physics | Waves → Wave Motion | Hard] Compute: 11 + 9 = ?,18,21,23,20,3
physics,master,waves:wave-motion,[Physics | Waves → Wave Motion | Master] Compute: 12 + 7 = ?,17,20,22,19,3
physics,master,waves:wave-motion,[Physics | Waves → Wave Motion | Master] Compute: 13 + 8 = ?,19,22,24,21,3
physics,master,waves:wave-motion,[Physics | Waves → Wave Motion | Master] Compute: 14 + 9 = ?,21,24,26,23,3
physics,master,waves:wave-motion,[Physics | Waves → Wave Motion | Master] Compute: 15 + 10 = ?,23,26,28,25,3
physics,master,waves:wave-motion,[Physics | Waves → Wave Motion | Master] Compute: 16 + 11 = ?,25,28,30,27,3
physics,expert,waves:wave-motion,[Physics | Waves → Wave Motion | Expert] Compute: 17 + 11 = ?,26,29,31,28,3
physics,expert,waves:wave-motion,[Physics | Waves → Wave Motion | Expert] Compute: 18 + 12 = ?,28,31,33,30,3
physics,expert,waves:wave-motion,[Physics | Waves → Wave Motion | Expert] Compute: 19 + 13 = ?,30,33,35,32,3
physics,expert,waves:wave-motion,[Physics | Waves → Wave Motion | Expert] Compute: 3 + 14 = ?,15,18,20,17,3
physics,expert,waves:wave-motion,[Physics | Waves → Wave Motion | Expert] Compute: 4 + 15 = ?,17,20,22,19,3
physics,easy,waves:sound,[Physics | Waves → Sound | Easy] Compute: 5 + 2 = ?,5,8,10,7,3
